timestamp,WS10m_ERA5_ms,WS50m_ERA5_ms,WS50m_MERRA2_ms,cf_wind_MERRA2
2020-03-05 11:00:00,5.52,6.696000512872919,4.563,0.072
2020-03-05 12:00:00,6.28,7.6179136269641194,4.46,0.066
2020-03-05 13:00:00,7.17,8.69752240530776,4.463,0.067
2020-03-05 14:00:00,7.79,9.449609419434791,4.465,0.067
2020-03-05 15:00:00,8.21,9.959087719327297,4.498,0.068
2020-03-05 16:00:00,8.62,10.456435583508073,4.662,0.078
2020-03-05 17:00:00,8.62,10.456435583508073,4.958,0.095
2020-03-05 18:00:00,8.28,10.04400076930938,5.274,0.116
2020-03-05 19:00:00,8.14,9.874174669345212,5.374,0.123
2020-03-05 20:00:00,7.93,9.619435519398959,5.383,0.123
2020-03-05 21:00:00,7.79,9.449609419434791,5.189,0.11
2020-03-05 22:00:00,7.66,9.29191375518235,4.854,0.088
2020-03-05 23:00:00,7.66,9.29191375518235,4.595,0.074
2020-03-06 00:00:00,7.52,9.12208765521818,4.471,0.067
2020-03-06 01:00:00,7.72,9.364696369452707,4.386,0.063
2020-03-06 02:00:00,7.86,9.534522469416876,4.286,0.058
2020-03-06 03:00:00,8.07,9.789261619363128,4.396,0.064
2020-03-06 04:00:00,8.28,10.04400076930938,4.634,0.076
2020-03-06 05:00:00,8.0,9.704348569381043,4.779,0.084
2020-03-06 06:00:00,7.38,8.952261555254012,4.862,0.089
2020-03-06 07:00:00,7.03,8.527696305343593,4.773,0.084
2020-03-06 08:00:00,6.76,8.200174541126982,5.042,0.101
2020-03-06 09:00:00,6.55,7.9454353911807285,5.094,0.103
2020-03-06 10:00:00,5.79,7.02352227708953,5.066,0.102
2020-03-06 11:00:00,6.34,7.690696241234477,5.172,0.109
2020-03-06 12:00:00,6.69,8.115261491144897,5.341,0.12
2020-03-06 13:00:00,7.17,8.69752240530776,5.516,0.133
2020-03-06 14:00:00,7.79,9.449609419434791,5.596,0.139
2020-03-06 15:00:00,8.14,9.874174669345212,5.465,0.13
2020-03-06 16:00:00,8.07,9.789261619363128,5.176,0.109
2020-03-06 17:00:00,8.14,9.874174669345212,4.716,0.08
2020-03-06 18:00:00,8.14,9.874174669345212,4.403,0.064
2020-03-06 19:00:00,8.21,9.959087719327297,4.165,0.052
2020-03-06 20:00:00,8.21,9.959087719327297,3.98,0.044
2020-03-06 21:00:00,8.14,9.874174669345212,3.909,0.041
2020-03-06 22:00:00,7.38,8.952261555254012,3.851,0.039
2020-03-06 23:00:00,7.38,8.952261555254012,3.809,0.037
2020-03-07 00:00:00,7.03,8.527696305343593,3.85,0.039
2020-03-07 01:00:00,6.69,8.115261491144897,3.966,0.044
2020-03-07 02:00:00,6.28,7.6179136269641194,4.073,0.048
2020-03-07 03:00:00,5.93,7.193348377053698,4.118,0.05
2020-03-07 04:00:00,5.59,6.7809135628550035,4.144,0.052
2020-03-07 05:00:00,5.38,6.526174412908752,4.233,0.055
2020-03-07 06:00:00,5.38,6.526174412908752,4.403,0.064
2020-03-07 07:00:00,5.59,6.7809135628550035,4.419,0.064
2020-03-07 08:00:00,5.66,6.865826612837088,4.737,0.081
2020-03-07 09:00:00,5.93,7.193348377053698,5.014,0.098
2020-03-07 10:00:00,6.48,7.860522341198646,5.204,0.111
2020-03-07 11:00:00,6.62,8.030348441162813,5.312,0.119
2020-03-07 12:00:00,6.62,8.030348441162813,5.31,0.119
2020-03-07 13:00:00,6.62,8.030348441162813,5.413,0.126
2020-03-07 14:00:00,7.24,8.782435455289844,5.502,0.132
2020-03-07 15:00:00,7.86,9.534522469416876,5.777,0.154
2020-03-07 16:00:00,7.93,9.619435519398959,6.005,0.173
2020-03-07 17:00:00,8.0,9.704348569381043,5.962,0.17
2020-03-07 18:00:00,7.66,9.29191375518235,6.005,0.173
2020-03-07 19:00:00,7.03,8.527696305343593,5.881,0.162
2020-03-07 20:00:00,6.97,8.454913691073234,5.782,0.155
2020-03-07 21:00:00,7.03,8.527696305343593,5.552,0.137
2020-03-07 22:00:00,6.69,8.115261491144897,5.267,0.115
2020-03-07 23:00:00,6.69,8.115261491144897,5.176,0.109
2020-03-08 00:00:00,6.9,8.370000641091151,5.174,0.109
2020-03-08 01:00:00,7.1,8.612609355325676,5.217,0.112
2020-03-08 02:00:00,7.45,9.037174605236096,5.185,0.109
2020-03-08 03:00:00,7.59,9.207000705200265,5.162,0.108
2020-03-08 04:00:00,7.66,9.29191375518235,5.072,0.102
2020-03-08 05:00:00,7.72,9.364696369452707,4.928,0.093
2020-03-08 06:00:00,7.66,9.29191375518235,4.638,0.076
2020-03-08 07:00:00,7.52,9.12208765521818,4.212,0.054
2020-03-08 08:00:00,7.03,8.527696305343593,3.948,0.043
2020-03-08 09:00:00,6.41,7.775609291216561,3.472,0.026
2020-03-08 10:00:00,5.72,6.938609227107445,3.224,0.019
2020-03-08 11:00:00,5.59,6.7809135628550035,3.316,0.021
2020-03-08 12:00:00,6.07,7.363174477017867,3.622,0.031
2020-03-08 13:00:00,6.34,7.690696241234477,4.083,0.048
2020-03-08 14:00:00,6.97,8.454913691073234,4.569,0.072
2020-03-08 15:00:00,7.1,8.612609355325676,4.985,0.096
2020-03-08 16:00:00,7.1,8.612609355325676,5.285,0.117
2020-03-08 17:00:00,6.62,8.030348441162813,5.392,0.124
2020-03-08 18:00:00,6.55,7.9454353911807285,5.475,0.13
2020-03-08 19:00:00,6.83,8.285087591109066,5.495,0.132
2020-03-08 20:00:00,6.97,8.454913691073234,5.484,0.131
2020-03-08 21:00:00,7.03,8.527696305343593,5.434,0.127
2020-03-08 22:00:00,6.07,7.363174477017867,5.369,0.122
2020-03-08 23:00:00,6.28,7.6179136269641194,5.322,0.119
2020-03-09 00:00:00,6.21,7.533000576982035,5.29,0.117
2020-03-09 01:00:00,6.07,7.363174477017867,5.229,0.112
2020-03-09 02:00:00,6.07,7.363174477017867,5.16,0.108
2020-03-09 03:00:00,6.34,7.690696241234477,5.182,0.109
2020-03-09 04:00:00,6.69,8.115261491144897,5.314,0.119
2020-03-09 05:00:00,6.69,8.115261491144897,5.191,0.11
2020-03-09 06:00:00,6.69,8.115261491144897,5.002,0.097
2020-03-09 07:00:00,6.62,8.030348441162813,4.906,0.092
2020-03-09 08:00:00,6.48,7.860522341198646,4.924,0.093
2020-03-09 09:00:00,6.28,7.6179136269641194,4.518,0.069
2020-03-09 10:00:00,5.59,6.7809135628550035,3.907,0.041
2020-03-09 11:00:00,5.52,6.696000512872919,3.506,0.027
2020-03-09 12:00:00,5.45,6.611087462890836,3.339,0.022
2020-03-09 13:00:00,5.31,6.441261362926667,3.488,0.026
2020-03-09 14:00:00,6.21,7.533000576982035,3.708,0.034
2020-03-09 15:00:00,5.93,7.193348377053698,4.051,0.047
2020-03-09 16:00:00,5.59,6.7809135628550035,4.363,0.062
2020-03-09 17:00:00,5.31,6.441261362926667,4.531,0.071
2020-03-09 18:00:00,5.38,6.526174412908752,4.576,0.073
2020-03-09 19:00:00,4.69,5.689174348799637,4.519,0.07
2020-03-09 20:00:00,4.34,5.264609098889216,4.34,0.06
2020-03-09 21:00:00,4.69,5.689174348799637,4.025,0.046
2020-03-09 22:00:00,5.24,6.356348312944584,3.723,0.034
2020-03-09 23:00:00,5.72,6.938609227107445,3.553,0.028
2020-03-10 00:00:00,5.86,7.108435327071614,3.518,0.027
2020-03-10 01:00:00,6.07,7.363174477017867,3.534,0.027
2020-03-10 02:00:00,6.07,7.363174477017867,3.468,0.026
2020-03-10 03:00:00,6.14,7.4480875269999505,3.408,0.024
2020-03-10 04:00:00,6.34,7.690696241234477,3.452,0.025
2020-03-10 05:00:00,6.28,7.6179136269641194,3.505,0.027
2020-03-10 06:00:00,6.0,7.278261427035782,3.45,0.025
2020-03-10 07:00:00,5.79,7.02352227708953,3.293,0.02
2020-03-10 08:00:00,5.52,6.696000512872919,3.306,0.021
2020-03-10 09:00:00,5.1,6.186522212980415,3.182,0.017
2020-03-10 10:00:00,4.21,5.106913434636774,3.019,0.013
2020-03-10 11:00:00,4.83,5.859000448763805,2.81,0.009
2020-03-10 12:00:00,4.97,6.028826548727973,2.515,0.005
2020-03-10 13:00:00,5.52,6.696000512872919,2.265,0.003
2020-03-10 14:00:00,6.34,7.690696241234477,1.854,0.001
2020-03-10 15:00:00,6.97,8.454913691073234,1.956,0.001
2020-03-10 16:00:00,7.38,8.952261555254012,2.599,0.006
2020-03-10 17:00:00,7.17,8.69752240530776,3.5,0.027
2020-03-10 18:00:00,7.03,8.527696305343593,4.626,0.076
2020-03-10 19:00:00,6.83,8.285087591109066,5.4,0.125
2020-03-10 20:00:00,6.97,8.454913691073234,5.754,0.152
2020-03-10 21:00:00,7.1,8.612609355325676,5.793,0.156
2020-03-10 22:00:00,7.1,8.612609355325676,5.726,0.149
2020-03-10 23:00:00,6.83,8.285087591109066,5.707,0.149
2020-03-11 00:00:00,6.41,7.775609291216561,5.656,0.144
2020-03-11 01:00:00,6.21,7.533000576982035,5.535,0.135
2020-03-11 02:00:00,6.55,7.9454353911807285,5.333,0.12
2020-03-11 03:00:00,6.83,8.285087591109066,5.185,0.109
2020-03-11 04:00:00,6.97,8.454913691073234,5.101,0.104
2020-03-11 05:00:00,6.83,8.285087591109066,5.016,0.098
2020-03-11 06:00:00,6.55,7.9454353911807285,4.857,0.089
2020-03-11 07:00:00,6.21,7.533000576982035,4.581,0.073
2020-03-11 08:00:00,6.0,7.278261427035782,4.651,0.077
2020-03-11 09:00:00,5.79,7.02352227708953,4.339,0.06
2020-03-11 10:00:00,4.69,5.689174348799637,3.865,0.04
2020-03-11 11:00:00,5.1,6.186522212980415,3.421,0.024
2020-03-11 12:00:00,5.72,6.938609227107445,3.137,0.016
2020-03-11 13:00:00,6.62,8.030348441162813,3.018,0.013
2020-03-11 14:00:00,7.31,8.867348505271927,3.215,0.018
2020-03-11 15:00:00,7.66,9.29191375518235,3.703,0.034
2020-03-11 16:00:00,7.72,9.364696369452707,4.432,0.065
2020-03-11 17:00:00,7.45,9.037174605236096,5.161,0.108
2020-03-11 18:00:00,7.45,9.037174605236096,5.607,0.14
2020-03-11 19:00:00,7.52,9.12208765521818,5.761,0.152
2020-03-11 20:00:00,7.24,8.782435455289844,5.794,0.156
2020-03-11 21:00:00,6.83,8.285087591109066,5.725,0.149
2020-03-11 22:00:00,6.28,7.6179136269641194,5.636,0.142
2020-03-11 23:00:00,6.34,7.690696241234477,5.613,0.141
2020-03-12 00:00:00,6.14,7.4480875269999505,5.66,0.144
2020-03-12 01:00:00,5.72,6.938609227107445,5.653,0.144
2020-03-12 02:00:00,5.45,6.611087462890836,5.532,0.135
2020-03-12 03:00:00,5.59,6.7809135628550035,5.447,0.129
2020-03-12 04:00:00,6.07,7.363174477017867,5.409,0.125
2020-03-12 05:00:00,6.34,7.690696241234477,5.309,0.119
2020-03-12 06:00:00,6.28,7.6179136269641194,5.114,0.105
2020-03-12 07:00:00,6.14,7.4480875269999505,4.794,0.085
2020-03-12 08:00:00,5.72,6.938609227107445,4.89,0.091
2020-03-12 09:00:00,5.24,6.356348312944584,4.576,0.073
2020-03-12 10:00:00,4.55,5.519348248835468,4.081,0.048
2020-03-12 11:00:00,4.41,5.3495221488713005,3.707,0.034
2020-03-12 12:00:00,4.9,5.943913498745889,3.38,0.023
2020-03-12 13:00:00,5.72,6.938609227107445,3.024,0.014
2020-03-12 14:00:00,6.41,7.775609291216561,2.613,0.006
2020-03-12 15:00:00,6.76,8.200174541126982,2.261,0.003
2020-03-12 16:00:00,6.76,8.200174541126982,2.278,0.003
2020-03-12 17:00:00,6.34,7.690696241234477,2.954,0.012
2020-03-12 18:00:00,6.0,7.278261427035782,4.136,0.051
2020-03-12 19:00:00,5.86,7.108435327071614,4.922,0.093
2020-03-12 20:00:00,5.93,7.193348377053698,5.34,0.12
2020-03-12 21:00:00,5.93,7.193348377053698,5.373,0.123
2020-03-12 22:00:00,5.93,7.193348377053698,5.222,0.112
2020-03-12 23:00:00,6.0,7.278261427035782,5.093,0.103
2020-03-13 00:00:00,6.07,7.363174477017867,4.923,0.093
2020-03-13 01:00:00,6.41,7.775609291216561,4.75,0.082
2020-03-13 02:00:00,6.55,7.9454353911807285,4.644,0.077
2020-03-13 03:00:00,6.76,8.200174541126982,4.566,0.072
2020-03-13 04:00:00,7.03,8.527696305343593,4.548,0.071
2020-03-13 05:00:00,6.9,8.370000641091151,4.674,0.078
2020-03-13 06:00:00,6.48,7.860522341198646,4.976,0.096
2020-03-13 07:00:00,6.14,7.4480875269999505,5.345,0.121
2020-03-13 08:00:00,6.0,7.278261427035782,5.972,0.171
2020-03-13 09:00:00,5.79,7.02352227708953,6.248,0.195
2020-03-13 10:00:00,5.59,6.7809135628550035,6.435,0.213
2020-03-13 11:00:00,5.52,6.696000512872919,6.557,0.225
2020-03-13 12:00:00,5.79,7.02352227708953,6.417,0.211
2020-03-13 13:00:00,6.28,7.6179136269641194,5.894,0.163
2020-03-13 14:00:00,6.69,8.115261491144897,5.188,0.11
2020-03-13 15:00:00,6.97,8.454913691073234,4.78,0.085
2020-03-13 16:00:00,6.83,8.285087591109066,4.619,0.075
2020-03-13 17:00:00,6.07,7.363174477017867,4.631,0.076
2020-03-13 18:00:00,5.86,7.108435327071614,4.916,0.092
2020-03-13 19:00:00,5.79,7.02352227708953,5.128,0.106
2020-03-13 20:00:00,5.93,7.193348377053698,5.134,0.106
2020-03-13 21:00:00,5.93,7.193348377053698,4.983,0.096
2020-03-13 22:00:00,5.31,6.441261362926667,4.884,0.091
2020-03-13 23:00:00,4.97,6.028826548727973,4.941,0.094
2020-03-14 00:00:00,4.83,5.859000448763805,4.924,0.093
2020-03-14 01:00:00,4.9,5.943913498745889,4.779,0.084
2020-03-14 02:00:00,5.24,6.356348312944584,4.504,0.069
2020-03-14 03:00:00,5.45,6.611087462890836,4.135,0.051
2020-03-14 04:00:00,5.52,6.696000512872919,3.766,0.036
2020-03-14 05:00:00,5.59,6.7809135628550035,3.413,0.024
2020-03-14 06:00:00,5.52,6.696000512872919,3.045,0.014
2020-03-14 07:00:00,5.17,6.271435262962499,2.852,0.01
2020-03-14 08:00:00,5.24,6.356348312944584,3.286,0.02
2020-03-14 09:00:00,5.52,6.696000512872919,3.58,0.029
2020-03-14 10:00:00,5.59,6.7809135628550035,3.87,0.04
2020-03-14 11:00:00,5.86,7.108435327071614,4.269,0.057
2020-03-14 12:00:00,6.28,7.6179136269641194,4.556,0.071
2020-03-14 13:00:00,6.97,8.454913691073234,4.603,0.074
2020-03-14 14:00:00,7.52,9.12208765521818,4.568,0.072
2020-03-14 15:00:00,7.79,9.449609419434791,4.724,0.081
2020-03-14 16:00:00,7.93,9.619435519398959,5.001,0.097
2020-03-14 17:00:00,7.59,9.207000705200265,5.343,0.12
2020-03-14 18:00:00,7.93,9.619435519398959,5.568,0.138
2020-03-14 19:00:00,7.66,9.29191375518235,5.448,0.129
2020-03-14 20:00:00,7.52,9.12208765521818,5.194,0.11
2020-03-14 21:00:00,7.52,9.12208765521818,5.005,0.098
2020-03-14 22:00:00,7.17,8.69752240530776,5.111,0.105
2020-03-14 23:00:00,7.45,9.037174605236096,5.385,0.123
2020-03-15 00:00:00,7.24,8.782435455289844,5.457,0.129
2020-03-15 01:00:00,7.03,8.527696305343593,5.16,0.108
2020-03-15 02:00:00,7.03,8.527696305343593,4.695,0.079
2020-03-15 03:00:00,6.69,8.115261491144897,4.415,0.064
2020-03-15 04:00:00,6.69,8.115261491144897,4.417,0.064
2020-03-15 05:00:00,6.48,7.860522341198646,4.372,0.062
2020-03-15 06:00:00,5.93,7.193348377053698,4.138,0.051
2020-03-15 07:00:00,5.45,6.611087462890836,3.947,0.043
2020-03-15 08:00:00,5.03,6.101609162998331,3.718,0.034
2020-03-15 09:00:00,4.62,5.604261298817552,3.389,0.023
2020-03-15 10:00:00,2.76,3.3480002564364595,3.191,0.018
2020-03-15 11:00:00,4.28,5.191826484618859,3.189,0.018
2020-03-15 12:00:00,5.52,6.696000512872919,3.369,0.023
2020-03-15 13:00:00,5.72,6.938609227107445,3.701,0.034
2020-03-15 14:00:00,5.72,6.938609227107445,4.133,0.051
2020-03-15 15:00:00,6.28,7.6179136269641194,4.473,0.067
2020-03-15 16:00:00,6.34,7.690696241234477,4.721,0.081
2020-03-15 17:00:00,6.0,7.278261427035782,4.926,0.093
2020-03-15 18:00:00,5.79,7.02352227708953,4.974,0.096
2020-03-15 19:00:00,6.0,7.278261427035782,4.929,0.093
2020-03-15 20:00:00,6.07,7.363174477017867,4.801,0.086
2020-03-15 21:00:00,6.21,7.533000576982035,4.433,0.065
2020-03-15 22:00:00,5.45,6.611087462890836,4.072,0.048
2020-03-15 23:00:00,5.66,6.865826612837088,3.951,0.043
2020-03-16 00:00:00,6.21,7.533000576982035,4.08,0.048
2020-03-16 01:00:00,6.9,8.370000641091151,4.406,0.064
2020-03-16 02:00:00,7.31,8.867348505271927,4.64,0.077
2020-03-16 03:00:00,7.52,9.12208765521818,4.861,0.089
2020-03-16 04:00:00,7.52,9.12208765521818,5.052,0.101
2020-03-16 05:00:00,7.1,8.612609355325676,5.174,0.109
2020-03-16 06:00:00,6.69,8.115261491144897,5.084,0.103
2020-03-16 07:00:00,6.55,7.9454353911807285,4.777,0.084
2020-03-16 08:00:00,6.48,7.860522341198646,4.741,0.082
2020-03-16 09:00:00,6.34,7.690696241234477,4.733,0.081
2020-03-16 10:00:00,4.69,5.689174348799637,4.542,0.071
2020-03-16 11:00:00,4.69,5.689174348799637,4.299,0.058
2020-03-16 12:00:00,5.1,6.186522212980415,4.176,0.053
2020-03-16 13:00:00,5.24,6.356348312944584,4.203,0.054
2020-03-16 14:00:00,5.31,6.441261362926667,4.288,0.058
2020-03-16 15:00:00,5.66,6.865826612837088,4.266,0.057
2020-03-16 16:00:00,5.93,7.193348377053698,4.18,0.053
2020-03-16 17:00:00,5.66,6.865826612837088,4.255,0.056
2020-03-16 18:00:00,5.38,6.526174412908752,4.417,0.064
2020-03-16 19:00:00,5.45,6.611087462890836,4.374,0.063
2020-03-16 20:00:00,5.59,6.7809135628550035,4.234,0.055
2020-03-16 21:00:00,5.38,6.526174412908752,4.0,0.045
2020-03-16 22:00:00,4.48,5.434435198853385,3.795,0.037
2020-03-16 23:00:00,4.34,5.264609098889216,3.713,0.034
2020-03-17 00:00:00,4.41,5.3495221488713005,3.704,0.034
2020-03-17 01:00:00,4.69,5.689174348799637,3.695,0.033
2020-03-17 02:00:00,5.31,6.441261362926667,3.622,0.031
2020-03-17 03:00:00,5.93,7.193348377053698,3.604,0.03
2020-03-17 04:00:00,6.07,7.363174477017867,3.656,0.032
2020-03-17 05:00:00,5.72,6.938609227107445,3.684,0.033
2020-03-17 06:00:00,5.31,6.441261362926667,3.708,0.034
2020-03-17 07:00:00,5.24,6.356348312944584,3.825,0.038
2020-03-17 08:00:00,5.17,6.271435262962499,3.941,0.042
2020-03-17 09:00:00,5.1,6.186522212980415,3.92,0.042
2020-03-17 10:00:00,4.97,6.028826548727973,3.892,0.041
2020-03-17 11:00:00,5.31,6.441261362926667,3.902,0.041
2020-03-17 12:00:00,5.93,7.193348377053698,4.003,0.045
2020-03-17 13:00:00,6.41,7.775609291216561,4.2,0.054
2020-03-17 14:00:00,6.28,7.6179136269641194,4.544,0.071
2020-03-17 15:00:00,6.69,8.115261491144897,5.013,0.098
2020-03-17 16:00:00,6.97,8.454913691073234,5.65,0.143
2020-03-17 17:00:00,6.83,8.285087591109066,6.262,0.197
2020-03-17 18:00:00,6.55,7.9454353911807285,6.517,0.221
2020-03-17 19:00:00,6.21,7.533000576982035,6.481,0.218
2020-03-17 20:00:00,5.93,7.193348377053698,6.393,0.209
2020-03-17 21:00:00,6.0,7.278261427035782,6.22,0.192
2020-03-17 22:00:00,5.66,6.865826612837088,6.105,0.182
2020-03-17 23:00:00,5.59,6.7809135628550035,6.03,0.176
2020-03-18 00:00:00,5.59,6.7809135628550035,6.004,0.173
2020-03-18 01:00:00,5.45,6.611087462890836,5.955,0.169
2020-03-18 02:00:00,5.66,6.865826612837088,5.9,0.164
2020-03-18 03:00:00,5.93,7.193348377053698,5.83,0.158
2020-03-18 04:00:00,6.28,7.6179136269641194,5.747,0.151
2020-03-18 05:00:00,6.48,7.860522341198646,5.729,0.15
2020-03-18 06:00:00,6.41,7.775609291216561,5.696,0.148
2020-03-18 07:00:00,6.21,7.533000576982035,5.575,0.138
2020-03-18 08:00:00,6.07,7.363174477017867,5.92,0.166
2020-03-18 09:00:00,5.86,7.108435327071614,5.915,0.165
2020-03-18 10:00:00,4.83,5.859000448763805,5.695,0.147
2020-03-18 11:00:00,5.1,6.186522212980415,5.417,0.126
2020-03-18 12:00:00,5.52,6.696000512872919,5.157,0.108
2020-03-18 13:00:00,6.34,7.690696241234477,5.046,0.101
2020-03-18 14:00:00,7.03,8.527696305343593,5.125,0.105
2020-03-18 15:00:00,7.38,8.952261555254012,5.47,0.13
2020-03-18 16:00:00,6.76,8.200174541126982,5.877,0.162
2020-03-18 17:00:00,6.69,8.115261491144897,6.065,0.178
2020-03-18 18:00:00,6.55,7.9454353911807285,6.123,0.183
2020-03-18 19:00:00,6.69,8.115261491144897,6.127,0.184
2020-03-18 20:00:00,6.69,8.115261491144897,6.046,0.177
2020-03-18 21:00:00,7.1,8.612609355325676,5.751,0.152
2020-03-18 22:00:00,5.93,7.193348377053698,5.524,0.134
2020-03-18 23:00:00,6.21,7.533000576982035,5.45,0.129
2020-03-19 00:00:00,6.9,8.370000641091151,5.385,0.123
2020-03-19 01:00:00,7.38,8.952261555254012,5.397,0.124
2020-03-19 02:00:00,7.59,9.207000705200265,5.324,0.119
2020-03-19 03:00:00,7.86,9.534522469416876,5.417,0.126
2020-03-19 04:00:00,7.86,9.534522469416876,5.56,0.137
2020-03-19 05:00:00,7.59,9.207000705200265,5.733,0.15
2020-03-19 06:00:00,7.17,8.69752240530776,5.774,0.154
2020-03-19 07:00:00,6.62,8.030348441162813,5.779,0.154
2020-03-19 08:00:00,6.14,7.4480875269999505,6.354,0.205
2020-03-19 09:00:00,5.93,7.193348377053698,6.693,0.239
2020-03-19 10:00:00,5.72,6.938609227107445,6.583,0.228
2020-03-19 11:00:00,5.59,6.7809135628550035,6.297,0.199
2020-03-19 12:00:00,5.79,7.02352227708953,6.08,0.18
2020-03-19 13:00:00,6.28,7.6179136269641194,5.959,0.17
2020-03-19 14:00:00,6.9,8.370000641091151,5.793,0.156
2020-03-19 15:00:00,7.79,9.449609419434791,5.757,0.152
2020-03-19 16:00:00,8.28,10.04400076930938,5.779,0.154
2020-03-19 17:00:00,8.0,9.704348569381043,5.909,0.165
2020-03-19 18:00:00,7.59,9.207000705200265,6.157,0.186
2020-03-19 19:00:00,7.31,8.867348505271927,6.293,0.199
2020-03-19 20:00:00,7.24,8.782435455289844,6.351,0.205
2020-03-19 21:00:00,7.17,8.69752240530776,6.222,0.193
2020-03-19 22:00:00,6.55,7.9454353911807285,6.118,0.183
2020-03-19 23:00:00,6.69,8.115261491144897,6.061,0.178
2020-03-20 00:00:00,6.76,8.200174541126982,6.055,0.178
2020-03-20 01:00:00,7.17,8.69752240530776,6.077,0.18
2020-03-20 02:00:00,7.52,9.12208765521818,6.515,0.22
2020-03-20 03:00:00,7.72,9.364696369452707,6.2,0.19
2020-03-20 04:00:00,7.72,9.364696369452707,6.115,0.183
2020-03-20 05:00:00,7.59,9.207000705200265,6.099,0.182
2020-03-20 06:00:00,7.1,8.612609355325676,5.94,0.167
2020-03-20 07:00:00,6.55,7.9454353911807285,5.769,0.153
2020-03-20 08:00:00,6.07,7.363174477017867,6.367,0.207
2020-03-20 09:00:00,5.79,7.02352227708953,6.899,0.26
2020-03-20 10:00:00,5.03,6.101609162998331,6.875,0.258
2020-03-20 11:00:00,4.76,5.77408739878172,6.85,0.256
2020-03-20 12:00:00,4.83,5.859000448763805,6.88,0.258
2020-03-20 13:00:00,5.31,6.441261362926667,6.949,0.266
2020-03-20 14:00:00,5.93,7.193348377053698,7.175,0.291
2020-03-20 15:00:00,6.34,7.690696241234477,7.393,0.317
2020-03-20 16:00:00,6.41,7.775609291216561,7.705,0.354
2020-03-20 17:00:00,6.41,7.775609291216561,8.042,0.396
2020-03-20 18:00:00,5.86,7.108435327071614,8.433,0.446
2020-03-20 19:00:00,5.45,6.611087462890836,8.424,0.445
2020-03-20 20:00:00,5.45,6.611087462890836,8.188,0.414
2020-03-20 21:00:00,5.79,7.02352227708953,7.723,0.356
2020-03-20 22:00:00,6.07,7.363174477017867,7.534,0.334
2020-03-20 23:00:00,6.0,7.278261427035782,7.519,0.331
2020-03-21 00:00:00,6.0,7.278261427035782,7.602,0.342
2020-03-21 01:00:00,6.14,7.4480875269999505,7.689,0.352
2020-03-21 02:00:00,6.41,7.775609291216561,7.732,0.357
2020-03-21 03:00:00,6.76,8.200174541126982,7.713,0.355
2020-03-21 04:00:00,6.9,8.370000641091151,7.452,0.323
2020-03-21 05:00:00,6.97,8.454913691073234,6.816,0.251
2020-03-21 06:00:00,6.69,8.115261491144897,5.643,0.143
2020-03-21 07:00:00,6.34,7.690696241234477,4.348,0.061
2020-03-21 08:00:00,6.14,7.4480875269999505,3.639,0.031
2020-03-21 09:00:00,5.86,7.108435327071614,2.894,0.011
2020-03-21 10:00:00,6.28,7.6179136269641194,2.221,0.002
2020-03-21 11:00:00,6.0,7.278261427035782,1.656,0.0
2020-03-21 12:00:00,6.07,7.363174477017867,1.034,0.0
2020-03-21 13:00:00,6.41,7.775609291216561,0.714,0.0
2020-03-21 14:00:00,6.9,8.370000641091151,1.947,0.001
2020-03-21 15:00:00,7.17,8.69752240530776,3.032,0.014
2020-03-21 16:00:00,7.17,8.69752240530776,3.859,0.039
2020-03-21 17:00:00,7.52,9.12208765521818,4.663,0.078
2020-03-21 18:00:00,7.93,9.619435519398959,5.295,0.118
2020-03-21 19:00:00,7.79,9.449609419434791,5.459,0.13
2020-03-21 20:00:00,7.66,9.29191375518235,5.519,0.133
2020-03-21 21:00:00,7.79,9.449609419434791,5.399,0.124
2020-03-21 22:00:00,7.24,8.782435455289844,5.246,0.114
2020-03-21 23:00:00,7.03,8.527696305343593,5.153,0.107
2020-03-22 00:00:00,7.31,8.867348505271927,5.144,0.107
2020-03-22 01:00:00,7.66,9.29191375518235,5.258,0.114
2020-03-22 02:00:00,7.93,9.619435519398959,5.501,0.132
2020-03-22 03:00:00,8.41,10.201696433561821,6.125,0.183
2020-03-22 04:00:00,8.28,10.04400076930938,6.766,0.247
2020-03-22 05:00:00,7.52,9.12208765521818,7.17,0.291
2020-03-22 06:00:00,6.9,8.370000641091151,7.215,0.296
2020-03-22 07:00:00,6.83,8.285087591109066,7.152,0.289
2020-03-22 08:00:00,7.31,8.867348505271927,7.503,0.33
2020-03-22 09:00:00,7.93,9.619435519398959,7.072,0.279
2020-03-22 10:00:00,7.17,8.69752240530776,6.473,0.217
2020-03-22 11:00:00,6.97,8.454913691073234,6.036,0.176
2020-03-22 12:00:00,6.28,7.6179136269641194,5.803,0.156
2020-03-22 13:00:00,6.48,7.860522341198646,5.716,0.149
2020-03-22 14:00:00,7.59,9.207000705200265,5.802,0.156
2020-03-22 15:00:00,8.07,9.789261619363128,6.061,0.178
2020-03-22 16:00:00,8.41,10.201696433561821,6.355,0.205
2020-03-22 17:00:00,7.93,9.619435519398959,6.643,0.233
2020-03-22 18:00:00,7.45,9.037174605236096,7.192,0.294
2020-03-22 19:00:00,7.52,9.12208765521818,7.607,0.342
2020-03-22 20:00:00,7.93,9.619435519398959,7.947,0.384
2020-03-22 21:00:00,7.79,9.449609419434791,8.114,0.405
2020-03-22 22:00:00,6.14,7.4480875269999505,7.942,0.383
2020-03-22 23:00:00,6.48,7.860522341198646,7.499,0.329
